#Name,Accession,Start,Stop,Strand,GeneID,Locus,Locus tag,Protein product,Length,Protein Name
"chromosome","NC_000913.3",1275822,1277618,"-",945788,"narX","b1222","NP_415740.1",598,"sensor histidine kinase NarX"
"chromosome","NC_000913.3",1277957,1279348,"+",945783,"narK","b1223","NP_415741.1",463,"nitrate:nitrite antiporter NarK"
"chromosome","NC_000913.3",1279864,1283607,"+",945782,"narG","b1224","NP_415742.1",1247,"nitrate reductase A subunit alpha"
"chromosome","NC_000913.3",1283604,1285142,"+",945780,"narH","b1225","NP_415743.1",512,"nitrate reductase A subunit beta"
"chromosome","NC_000913.3",1285139,1285849,"+",945807,"narJ","b1226","NP_415744.1",236,"nitrate reductase 1 molybdenum cofactor assembly chaperone"
"chromosome","NC_000913.3",1285849,1286526,"+",945808,"narI","b1227","NP_415745.1",225,"nitrate reductase A subunit gamma"
"chromosome","NC_000913.3",1286709,1286984,"+",945809,"ychS","b1228","YP_009518769.1",91,"putative uncharacterized protein YchS"
"chromosome","NC_000913.3",1287087,1287176,"-",946224,"tpr","b1229","NP_415747.2",29,"protamine-like protein"
"chromosome","NC_000913.3",1287782,1288624,"-",945827,"purU","b1232","NP_415748.1",280,"formyltetrahydrofolate deformylase"
"chromosome","NC_000913.3",1288674,1289132,"-",945828,"ychJ","b1233","NP_415749.1",152,"NTF2-like domain-containing protein YchJ"
"chromosome","NC_000913.3",1289245,1290150,"+",945725,"rssA","b1234","NP_415750.2",301,"putative patatin-like phospholipase RssA"
"chromosome","NC_000913.3",1290242,1291255,"+",945855,"rssB","b1235","NP_415751.1",337,"regulator of RpoS"
"chromosome","NC_000913.3",1291457,1292365,"+",945730,"galU","b1236","NP_415752.1",302,"UTP--glucose-1-phosphate uridylyltransferase"
"chromosome","NC_000913.3",1292509,1292922,"-",945829,"hns","b1237","NP_415753.1",137,"DNA-binding transcriptional dual regulator H-NS"
"chromosome","NC_000913.3",1293527,1294144,"+",945834,"tdk","b1238","NP_415754.1",205,"thymidine/deoxyuridine kinase"
"chromosome","NC_000913.3",1295446,1298121,"-",945837,"adhE","b1241","NP_415757.1",891,"fused acetaldehyde-CoA dehydrogenase and iron-dependent alcohol dehydrogenasealdehyde/alcohol dehydrogenase AdhE"
"chromosome","NC_000913.3",1298514,1298567,"+",63925632,"ychT","b4771","YP_010051181.1",17,"protein YchT"
"chromosome","NC_000913.3",1298598,1299245,"+",945836,"ychE","b1242","NP_415758.1",215,"MarC family putative inner membrane protein YchE"
"chromosome","NC_000913.3",1299567,1300547,"+",38094952,"insH21","b4711","NP_417962.2",326,"IS5 family transposase and trans-activator"
"chromosome","NC_000913.3",1301182,1302813,"+",945830,"oppA","b1243","NP_415759.1",543,"oligopeptide ABC transporter periplasmic binding protein"
"chromosome","NC_000913.3",1302899,1303819,"+",945823,"oppB","b1244","NP_415760.1",306,"murein tripeptide ABC transporter/oligopeptide ABC transporter inner membrane subunit OppB"
"chromosome","NC_000913.3",1303834,1304742,"+",945810,"oppC","b1245","NP_415761.1",302,"murein tripeptide ABC transporter/oligopeptide ABC transporter inner membrane subunit OppC"
"chromosome","NC_000913.3",1304754,1305767,"+",945802,"oppD","b1246","YP_025300.1",337,"murein tripeptide ABC transporter/oligopeptide ABC transporter ATP binding subunit OppD"
"chromosome","NC_000913.3",1305764,1306768,"+",945818,"oppF","b1247","NP_415763.1",334,"murein tripeptide ABC transporter/oligopeptide ABC transporter ATP binding subunit OppF"
"chromosome","NC_000913.3",1306821,1307150,"-",945819,"yciU","b1248","NP_415764.4",109,"DUF440 domain-containing protein YciU"
"chromosome","NC_000913.3",1307185,1308645,"-",945821,"clsA","b1249","NP_415765.1",486,"cardiolipin synthase A"
"chromosome","NC_000913.3",1308788,1308961,"+",5061502,"yciY","b4595","YP_001165316.1",57,"uncharacterized protein YciY"
"chromosome","NC_000913.3",1309016,1310269,"-",945841,"kch","b1250","NP_415766.1",417,"K(+) channel Kch"
"chromosome","NC_000913.3",1310569,1310865,"-",949085,"yciI","b1251","NP_415767.2",98,"protein YciI"
"chromosome","NC_000913.3",1311089,1311808,"+",945843,"tonB","b1252","NP_415768.1",239,"Ton complex subunit TonB"
"chromosome","NC_000913.3",1311848,1312246,"-",946634,"yciA","b1253","NP_415769.1",132,"acyl-CoA thioesterase YciA"
"chromosome","NC_000913.3",1312351,1312890,"-",946228,"yciB","b1254","NP_415770.1",179,"inner membrane protein"
"chromosome","NC_000913.3",1312920,1313663,"-",945844,"yciC","b1255","NP_415771.1",247,"putative inner membrane protein"
"chromosome","NC_000913.3",1314020,1314658,"+",945128,"ompW","b1256","NP_415772.1",212,"outer membrane protein W"
"chromosome","NC_000913.3",1314718,1315224,"-",946871,"yciE","b1257","NP_415773.1",168,"DUF892 domain-containing protein YciE"
"chromosome","NC_000913.3",1315270,1315770,"-",947133,"yciF","b1258","NP_415774.1",166,"DUF892 domain-containing protein YciF"
"chromosome","NC_000913.3",1315856,1316035,"-",947489,"yciG","b1259","NP_415775.4",59,"stress-induced bacterial acidophilic repeat motifs-containing protein YciG"
"chromosome","NC_000913.3",1316416,1317222,"-",946204,"trpA","b1260","NP_415776.1",268,"tryptophan synthase subunit alpha"
"chromosome","NC_000913.3",1317222,1318415,"-",945768,"trpB","b1261","NP_415777.1",397,"tryptophan synthase subunit beta"
"chromosome","NC_000913.3",1318427,1319788,"-",945519,"trpC","b1262","NP_415778.3",453,"fused indole-3-glycerol phosphate synthase/phosphoribosylanthranilate isomerase"
"chromosome","NC_000913.3",1319789,1321384,"-",945109,"trpD","b1263","NP_415779.1",531,"anthranilate synthase subunit TrpD"
"chromosome","NC_000913.3",1321384,1322946,"-",945846,"trpE","b1264","NP_415780.1",520,"anthranilate synthase subunit TrpE"
"chromosome","NC_000913.3",1323038,1323082,"-",945856,"trpL","b1265","NP_415781.1",14,"trp operon leader peptide"
"chromosome","NC_000913.3",1323220,1324101,"+",945857,"rnm","b1266","NP_415782.1",293,"RNase AM"
"chromosome","NC_000913.3",1324098,1324718,"+",945854,"yciO","b1267","NP_415783.6",206,"putative RNA-binding protein YciO"
"chromosome","NC_000913.3",1324746,1326641,"+",945850,"yciQ","b1268","NP_415784.1",631,"DUF2207 domain-containing protein YciQ"
"chromosome","NC_000913.3",1326852,1327727,"+",945840,"rluB","b1269","NP_415785.1",291,"23S rRNA pseudouridine(2605) synthase"
"chromosome","NC_000913.3",1327767,1328357,"-",945839,"btuR","b1270","NP_415786.1",196,"cobinamide/cobalamin adenosyltransferase"
"chromosome","NC_000913.3",1328354,1329112,"-",945838,"yciK","b1271","NP_415787.1",252,"putative oxidoreductase"
"chromosome","NC_000913.3",1329332,1330381,"+",945858,"sohB","b1272","NP_415788.1",349,"S49 peptidase family protein"
"chromosome","NC_000913.3",1330417,1330668,"-",945860,"yciN","b1273","NP_415789.1",83,"protein YciN"
"chromosome","NC_000913.3",1331048,1333645,"+",945862,"topA","b1274","NP_415790.1",865,"DNA topoisomerase 1"
"chromosome","NC_000913.3",1333855,1334829,"+",945771,"cysB","b1275","NP_415791.1",324,"DNA-binding transcriptional dual regulator CysB"
"chromosome","NC_000913.3",1335148,1335288,"+",1450256,"ymiA","b4522","YP_588449.3",46,"uncharacterized protein YmiA"
"chromosome","NC_000913.3",1335291,1335458,"+",1450257,"yciX","b4523","YP_588450.2",55,"uncharacterized protein YciX"
"chromosome","NC_000913.3",1335572,1335667,"+",38094953,"ymiC","b4741","YP_009518771.1",31,"protein YmiC"
"chromosome","NC_000913.3",1335831,1338506,"+",946724,"acnA","b1276","NP_415792.1",891,"aconitate hydratase 1"
"chromosome","NC_000913.3",1338570,1339160,"-",945763,"ribA","b1277","NP_415793.1",196,"GTP cyclohydrolase 2"
"chromosome","NC_000913.3",1339330,1340094,"+",945863,"pgpB","b1278","NP_415794.1",254,"phosphatidylglycerophosphatase B"
"chromosome","NC_000913.3",1340243,1340551,"+",944936,"lapA","b1279","NP_415795.1",102,"lipopolysaccharide assembly protein A"
"chromosome","NC_000913.3",1340558,1341727,"+",944858,"lapB","b1280","NP_415796.1",389,"lipopolysaccharide assembly protein B"
"chromosome","NC_000913.3",1341921,1342658,"+",947121,"pyrF","b1281","NP_415797.1",245,"orotidine-5\\'-phosphate decarboxylase"
"chromosome","NC_000913.3",1342658,1342984,"+",947058,"yciH","b1282","NP_415798.2",108,"putative translation factor"
"chromosome","NC_000913.3",1343110,1343328,"-",945866,"osmB","b1283","NP_415799.1",72,"osmotically-inducible lipoprotein OsmB"
"chromosome","NC_000913.3",1343597,1344346,"-",945869,"yciT","b1284","NP_415800.1",249,"DNA-binding transcriptional dual regulator YciT"
"chromosome","NC_000913.3",1344436,1344609,"-",5061509,"yciZ","b4596","YP_001165317.1",57,"UPF0509 family protein YciZ"
"chromosome","NC_000913.3",1344647,1344775,"+",63925633,"ymiD","b4772","YP_010051182.1",42,"protein YmiD"
"chromosome","NC_000913.3",1344757,1346742,"-",945868,"pdeR","b1285","NP_415801.1",661,"cyclic di-GMP phosphodiesterase PdeR"
"chromosome","NC_000913.3",1346796,1346900,"+",7751616,"ymiB","b4672","YP_002791239.1",34,"putative protein YmiB"
"chromosome","NC_000913.3",1346978,1348912,"-",945864,"rnb","b1286","NP_415802.1",644,"RNase II"
"chromosome","NC_000913.3",1348980,1350107,"-",945859,"yciW","b1287","NP_415803.2",375,"putative peroxidase YciW"
"chromosome","NC_000913.3",1350251,1351039,"-",945870,"fabI","b1288","NP_415804.1",262,"enoyl"
"chromosome","NC_000913.3",1351407,1351760,"-",945871,"ycjD","b1289","NP_415805.1",117,"DUF559 domain-containing protein YcjD"
"chromosome","NC_000913.3",1351828,1352634,"-",945335,"sapF","b1290","NP_415806.1",268,"putrescine ABC exporter ATP binding protein SapF"
"chromosome","NC_000913.3",1352636,1353628,"-",946203,"sapD","b1291","NP_415807.1",330,"putrescine ABC exporter ATP binding protein SapD"
"chromosome","NC_000913.3",1353628,1354518,"-",945266,"sapC","b1292","NP_415808.1",296,"putrescine ABC exporter membrane protein SapC"
"chromosome","NC_000913.3",1354505,1355470,"-",946191,"sapB","b1293","NP_415809.1",321,"putrescine ABC exporter membrane subunit SapB"
"chromosome","NC_000913.3",1355467,1357110,"-",945873,"sapA","b1294","NP_415810.1",547,"putative periplasmic binding protein SapA"
"chromosome","NC_000913.3",1357423,1357668,"-",945874,"ymjA","b1295","NP_415811.1",81,"DUF2543 domain-containing protein YmjA"
"chromosome","NC_000913.3",1357802,1359187,"-",946287,"puuP","b1296","NP_415812.4",461,"putrescine:H(+) symporter PuuP"
"chromosome","NC_000913.3",1359177,1359341,"-",38094954,"ymjE","b4742","YP_009518772.1",54,"protein YmjE"
"chromosome","NC_000913.3",1359490,1360908,"-",946202,"puuA","b1297","NP_415813.4",472,"glutamate-putrescine ligase"
"chromosome","NC_000913.3",1361120,1361884,"+",945882,"puuD","b1298","NP_415814.4",254,"gamma-glutamyl-gamma-aminobutyrate hydrolase"
"chromosome","NC_000913.3",1361911,1362468,"+",945886,"puuR","b1299","NP_415815.1",185,"DNA-binding transcriptional repressor PuuR"
"chromosome","NC_000913.3",1362743,1364230,"+",947003,"puuC","b1300","NP_415816.1",495,"gamma-glutamyl-gamma-aminobutyraldehyde dehydrogenase"
"chromosome","NC_000913.3",1364232,1365512,"+",945072,"puuB","b1301","NP_415817.1",426,"gamma-glutamylputrescine oxidase"
"chromosome","NC_000913.3",1365550,1366815,"+",945446,"puuE","b1302","NP_415818.1",421,"4-aminobutyrate aminotransferase PuuE"
"chromosome","NC_000913.3",1366935,1367912,"-",945683,"pspF","b1303","NP_415819.4",325,"DNA-binding transcriptional dual regulator PspF"
"chromosome","NC_000913.3",1368079,1368747,"+",945887,"pspA","b1304","NP_415820.1",222,"phage shock protein A"
"chromosome","NC_000913.3",1368801,1369025,"+",945893,"pspB","b1305","NP_415821.1",74,"phage shock protein B"
"chromosome","NC_000913.3",1369025,1369384,"+",945499,"pspC","b1306","NP_415822.1",119,"phage shock protein C"
"chromosome","NC_000913.3",1369393,1369614,"+",945635,"pspD","b1307","NP_415823.1",73,"phage shock protein D"
"chromosome","NC_000913.3",1369689,1370003,"+",945652,"pspE","b1308","NP_415824.1",104,"thiosulfate sulfurtransferase PspE"
"chromosome","NC_000913.3",1370216,1371895,"+",945659,"ycjM","b1309","NP_415825.4",559,"glucosylglycerate phosphorylase"
"chromosome","NC_000913.3",1371909,1373201,"+",945696,"ycjN","b1310","NP_415826.1",430,"putative ABC transporter periplasmic binding protein YcjN"
"chromosome","NC_000913.3",1373222,1374103,"+",945888,"ycjO","b1311","NP_415827.1",293,"putative ABC transporter membrane subunit YcjO"
"chromosome","NC_000913.3",1374090,1374932,"+",945892,"ycjP","b1312","NP_415828.1",280,"putative ABC transporter membrane subunit YcjP"
"chromosome","NC_000913.3",1374963,1376015,"+",945971,"ycjQ","b1313","NP_415829.1",350,"D-guloside 3-dehydrogenase"
"chromosome","NC_000913.3",1376034,1376822,"+",947427,"ycjR","b1314","NP_415830.2",262,"3-dehydro-D-guloside 4-epimerase"
"chromosome","NC_000913.3",1376832,1377887,"+",948589,"ycjS","b1315","NP_415831.1",351,"D-glucoside 3-dehydrogenase"
"chromosome","NC_000913.3",1377884,1380151,"+",945895,"ycjT","b1316","NP_415832.1",755,"kojibiose phosphorylase"
"chromosome","NC_000913.3",1380148,1380807,"+",945891,"ycjU","b1317","NP_415833.1",219,"beta-phosphoglucomutase"
"chromosome","NC_000913.3",1381947,1382852,"+",945889,"ompG","b1319","NP_415835.1",301,"outer membrane porin G"
"chromosome","NC_000913.3",1382963,1383961,"-",945875,"ycjW","b1320","NP_415836.1",332,"DNA-binding transcriptional repressor YcjW"
"chromosome","NC_000913.3",1384117,1385514,"+",945872,"ycjX","b1321","NP_415837.1",465,"DUF463 domain-containing protein YcjX"
"chromosome","NC_000913.3",1385511,1386572,"+",945878,"ycjF","b1322","NP_415838.1",353,"DUF697 domain-containing inner membrane protein YcjF"
"chromosome","NC_000913.3",1386720,1388261,"+",945879,"tyrR","b1323","NP_415839.1",513,"DNA-binding transcriptional dual regulator TyrR"
"chromosome","NC_000913.3",1388305,1388811,"-",945880,"tpx","b1324","NP_415840.1",168,"lipid hydroperoxide peroxidase"
"chromosome","NC_000913.3",1388930,1389895,"+",946013,"ycjG","b1325","NP_415841.4",321,"L-Ala-D/L-Glu epimerase"
"chromosome","NC_000913.3",1389870,1390598,"-",945969,"mpaA","b1326","NP_415842.2",242,"murein tripeptide amidase A"
"chromosome","NC_000913.3",1390680,1390862,"-",1450258,"ymjC","b4525","YP_009518773.1",60,"putative uncharacterized protein YmjC"
"chromosome","NC_000913.3",1390868,1390933,"-",7751617,"ymjD","b4673","YP_009518774.1",21,"uncharacterized protein YmjD"
"chromosome","NC_000913.3",1390933,1391853,"-",945988,"ycjY","b1327","NP_415843.2",306,"putative hydrolase YcjY"
"chromosome","NC_000913.3",1391991,1392890,"+",945930,"pgrR","b1328","NP_415844.1",299,"DNA-binding transcriptional repressor PgrR"
"chromosome","NC_000913.3",1393227,1394840,"+",945951,"mppA","b1329","NP_415845.2",537,"murein tripeptide ABC transporter periplasmic binding protein"
"chromosome","NC_000913.3",1394891,1395922,"-",945898,"ynaI","b1330","NP_415846.1",343,"small conductance mechanosensitive channel YnaI"
"chromosome","NC_000913.3",1396112,1397092,"+",945896,"insH4","b1331","YP_009518770.2",326,"IS5 family transposase and trans-activator"
"chromosome","NC_000913.3",1397365,1397622,"+",945901,"ynaJ","b1332","NP_415848.1",85,"DUF2534 domain-containing protein YnaJ"
"chromosome","NC_000913.3",1397672,1398622,"-",945904,"uspE","b1333","NP_415849.1",316,"universal stress protein E"
"chromosome","NC_000913.3",1398774,1399526,"-",945908,"fnr","b1334","NP_415850.1",250,"DNA-binding transcriptional dual regulator FNR"
"chromosome","NC_000913.3",1399721,1400236,"-",945853,"ogt","b1335","NP_415851.1",171,"methylated-DNA-"
"chromosome","NC_000913.3",1400247,1401773,"-",945912,"abgT","b1336","NP_415852.2",508,"p-aminobenzoyl glutamate:H(+) symporter"
"chromosome","NC_000913.3",1401810,1403255,"-",945950,"abgB","b1337","NP_415853.1",481,"p-aminobenzoyl-glutamate hydrolase subunit B"
"chromosome","NC_000913.3",1403255,1404565,"-",945742,"abgA","b1338","NP_415854.4",436,"p-aminobenzoyl-glutamate hydrolase subunit A"
"chromosome","NC_000913.3",1404741,1405649,"+",945831,"abgR","b1339","NP_415855.1",302,"putative LysR-type DNA-binding transcriptional regulator AbgR"
"chromosome","NC_000913.3",1405979,1406542,"+",945953,"smrA","b1340","NP_415856.1",187,"DNA endonuclease SmrA"
"chromosome","NC_000913.3",1406563,1407795,"-",945909,"dgcM","b1341","NP_415857.2",410,"diguanylate cyclase DgcM"
"chromosome","NC_000913.3",1407989,1408036,"+",63925634,"ynaN","b4773","YP_010051183.1",15,"protein YnaN"
"chromosome","NC_000913.3",1408050,1409033,"+",945910,"zntB","b1342","NP_415858.1",327,"Zn(2(+)):H(+) symporter"
"chromosome","NC_000913.3",1409308,1409481,"+",38094955,"ynaL","b4743","YP_009518775.1",57,"protein YnaL"
"chromosome","NC_000913.3",1409511,1410884,"+",947153,"dbpA","b1343","NP_415859.1",457,"ATP-dependent RNA helicase DbpA"
"chromosome","NC_000913.3",1411013,1411948,"-",948967,"ttcA","b1344","NP_415860.1",311,"tRNA cytosine(32) 2-sulfurtransferase TtcA"
"chromosome","NC_000913.3",1412000,1413235,"-",946976,"intR","b1345","NP_415861.1",411,"putative integrase"
"chromosome","NC_000913.3",1413237,1413452,"-",947399,"xisR","b1346","NP_415862.4",71,"excisionase"
"chromosome","NC_000913.3",1413531,1413740,"-",947504,"rcbA","b1347","NP_415863.1",69,"double-strand break reduction protein"
"chromosome","NC_000913.3",1413733,1413927,"-",945914,"ralR","b1348","NP_415864.1",64,"endodeoxyribonuclease toxin RalR"
"chromosome","NC_000913.3",1413984,1414793,"-",945917,"recT","b1349","NP_415865.1",269,"recombinase RecT"
"chromosome","NC_000913.3",1414786,1417386,"-",945918,"recE","b1350","NP_415866.1",866,"exonuclease VIII, ds DNA exonuclease, 5\\' --> 3\\' specific"
"chromosome","NC_000913.3",1417488,1417763,"-",945920,"racC","b1351","NP_415867.1",91,"protein RacC"
"chromosome","NC_000913.3",1417838,1418008,"-",948959,"ydaE","b4526","YP_588451.1",56,"zinc-binding protein"
"chromosome","NC_000913.3",1418008,1418229,"-",945921,"kilR","b1352","NP_415869.2",73,"inhibitor of FtsZ"
"chromosome","NC_000913.3",1418671,1419159,"+",945913,"sieB","b1353","NP_415870.4",162,"phage superinfection exclusion protein"
"chromosome","NC_000913.3",1419156,1419311,"-",945911,"ydaF","b4527","NP_415872.2",51,"DUF1391 domain-containing protein YdaF"
"chromosome","NC_000913.3",1419322,1419456,"-",945907,"ydaG","b1355","NP_415873.2",44,"uncharacterized protein YdaG"
"chromosome","NC_000913.3",1419765,1420241,"-",945899,"racR","b1356","NP_415874.1",158,"DNA-binding transcriptional repressor RacR"
"chromosome","NC_000913.3",1420365,1420661,"+",945923,"ydaS","b1357","NP_415875.1",98,"toxin YdaS"
"chromosome","NC_000913.3",1420684,1421106,"+",945924,"ydaT","b1358","NP_415876.1",140,"protein YdaT"
"chromosome","NC_000913.3",1421119,1421976,"+",945925,"ydaU","b1359","NP_415877.1",285,"DUF1376 domain-containing protein YdaU"
"chromosome","NC_000913.3",1421983,1422729,"+",945926,"ydaV","b1360","NP_415878.1",248,"putative ATP-binding protein YdaV"
"chromosome","NC_000913.3",1422752,1423312,"+",945927,"ydaW","b1361","YP_009518776.1",186,"putative uncharacterized protein YdaW"
"chromosome","NC_000913.3",1423400,1423585,"+",1450262,"rzoR","b4528","YP_588452.1",61,"putative prophage outer membrane lipoprotein RzoR"
"chromosome","NC_000913.3",1423782,1425239,"+",945932,"trkG","b1363","NP_415881.1",485,"K(+) transporter TrkG"
"chromosome","NC_000913.3",1425377,1425640,"+",947417,"ynaK","b1365","NP_415883.1",87,"ParB-like nuclease domain-containing protein YnaK"
"chromosome","NC_000913.3",1425621,1425980,"+",946208,"ydaY","b1366","YP_009518777.1",119,"putative uncharacterized protein YdaY"
"chromosome","NC_000913.3",1426454,1427482,"+",947543,"ynaA","b1368","YP_009518778.1",342,"putative prophage tail length tape measure domain-containing protein YnaA"
"chromosome","NC_000913.3",1427746,1428726,"-",945944,"insH5","b1370","NP_415888.1",326,"IS5 family transposase and trans-activator"
"chromosome","NC_000913.3",1429049,1432411,"+",945207,"stfR","b1372","NP_415890.2",1120,"putative prophage side tail fiber protein StfR"
"chromosome","NC_000913.3",1432411,1432986,"+",946062,"tfaR","b1373","NP_415891.1",191,"putative tail fiber assembly protein TfaR"
"chromosome","NC_000913.3",1433084,1433674,"-",948973,"pinR","b1374","NP_415892.1",196,"putative site-specific recombinase"
"chromosome","NC_000913.3",1433991,1434224,"-",946078,"ynaE","b1375","NP_415893.2",77,"uncharacterized protein YnaE"
"chromosome","NC_000913.3",1434293,1434406,"-",38094956,"ynaM","b4744","YP_009518779.1",37,"protein YnaM"
"chromosome","NC_000913.3",1435185,1435619,"-",945948,"uspF","b1376","NP_415894.4",144,"universal stress protein F"
"chromosome","NC_000913.3",1435760,1436893,"-",946313,"ompN","b1377","NP_415895.1",377,"outer membrane porin N"
"chromosome","NC_000913.3",1437260,1440784,"-",946587,"ydbK","b1378","NP_415896.1",1174,"putative pyruvate-flavodoxin oxidoreductase"
"chromosome","NC_000913.3",1441058,1441324,"+",4056027,"ydbJ","b4529","YP_588453.1",88,"DUF333 domain-containing protein YdbJ"
"chromosome","NC_000913.3",1441321,1441743,"-",946525,"hslJ","b1379","NP_415897.1",140,"lipoprotein implicated in Novobiocin resistance"
"chromosome","NC_000913.3",1441854,1442843,"-",946315,"ldhA","b1380","NP_415898.1",329,"D-lactate dehydrogenase"
"chromosome","NC_000913.3",1443051,1445690,"+",945949,"ydbH","b1381","NP_415899.1",879,"putative phospholipid transport factor YdbH"
"chromosome","NC_000913.3",1445687,1445872,"+",945946,"ynbE","b1382","NP_415900.1",61,"lipoprotein YnbE"
"chromosome","NC_000913.3",1445880,1446206,"+",945943,"ydbL","b1383","NP_415901.2",108,"DUF1318 domain-containing protein YdbL"
"chromosome","NC_000913.3",1446378,1447283,"-",945941,"feaR","b1384","NP_415902.1",301,"DNA-binding transcriptional activator FeaR"
"chromosome","NC_000913.3",1447519,1449018,"+",945933,"feaB","b1385","NP_415903.4",499,"phenylacetaldehyde dehydrogenase"
"chromosome","NC_000913.3",1449076,1451349,"-",945939,"tynA","b1386","NP_415904.3",757,"copper-containing amine oxidase"
"chromosome","NC_000913.3",1451597,1453642,"-",945954,"paaZ","b1387","NP_415905.1",681,"fused 3-oxo-5,6-dehydrosuberyl-CoA semialdehyde dehydrogenase and oxepin-CoA hydrolase"
"chromosome","NC_000913.3",1453927,1454856,"+",945833,"paaA","b1388","NP_415906.1",309,"phenylacetyl-CoA 1,2-epoxidase, monooxygenase subunit"
"chromosome","NC_000913.3",1454868,1455155,"+",947595,"paaB","b1389","NP_415907.1",95,"phenylacetyl-CoA 1,2-epoxidase subunit B"
"chromosome","NC_000913.3",1455164,1455910,"+",945956,"paaC","b1390","NP_415908.1",248,"phenylacetyl-CoA 1,2-epoxidase, structural subunit"
"chromosome","NC_000913.3",1455925,1456422,"+",945959,"paaD","b1391","NP_415909.4",165,"phenylacetate degradation protein"
"chromosome","NC_000913.3",1456430,1457500,"+",945962,"paaE","b1392","NP_415910.1",356,"phenylacetyl-CoA 1,2-epoxidase, reductase subunit"
"chromosome","NC_000913.3",1457497,1458264,"+",946011,"paaF","b1393","NP_415911.1",255,"putative 2,3-dehydroadipyl-CoA hydratase"
"chromosome","NC_000913.3",1458264,1459052,"+",946263,"paaG","b1394","NP_415912.1",262,"putative ring 1,2-epoxyphenylacetyl-CoA isomerase (oxepin-CoA forming)"
"chromosome","NC_000913.3",1459054,1460481,"+",945940,"paaH","b1395","NP_415913.1",475,"3-hydroxyadipyl-CoA dehydrogenase"
"chromosome","NC_000913.3",1460471,1460893,"+",945265,"paaI","b1396","NP_415914.1",140,"phenylacetyl-CoA thioesterase"
"chromosome","NC_000913.3",1460893,1462098,"+",946121,"paaJ","b1397","NP_415915.1",401,"beta-ketoadipyl-CoA thiolase"
"chromosome","NC_000913.3",1462125,1463438,"+",945963,"paaK","b1398","NP_415916.1",437,"phenylacetate-CoA ligase"
"chromosome","NC_000913.3",1463539,1464489,"+",945966,"paaX","b1399","NP_415917.1",316,"DNA-binding transcriptional repressor PaaX"
"chromosome","NC_000913.3",1464471,1465061,"+",945965,"paaY","b1400","NP_415918.1",196,"2-hydroxycyclohepta-1,4,6-triene-1-carboxyl-CoA thioesterase"
"chromosome","NC_000913.3",1465165,1465230,"-",7751614,"ynbG","b4674","YP_002791240.1",21,"uncharacterized protein YnbG"
"chromosome","NC_000913.3",1467921,1468826,"-",945952,"insD2","b1402","NP_415920.1",301,"IS2 insertion element protein InsB"
"chromosome","NC_000913.3",1468784,1469149,"-",945967,"insC2","b1403","NP_415921.2",121,"IS2 insertion element repressor InsA"
"chromosome","NC_000913.3",1469358,1470509,"+",945968,"insI2","b1404","NP_415922.1",383,"IS30 family transposase"
"chromosome","NC_000913.3",1474221,1475081,"+",945980,"pdxI","b1406","NP_415924.1",286,"pyridoxal reductase"
"chromosome","NC_000913.3",1475144,1477450,"+",945983,"ydbD","b1407","NP_415925.2",768,"DUF2773 domain-containing protein YdbD"
"chromosome","NC_000913.3",1477621,1478226,"+",945973,"ynbA","b1408","NP_415926.4",201,"CDP-alcohol phosphatidyltransferase domain-containing protein YnbA"
"chromosome","NC_000913.3",1478226,1479122,"+",945972,"ynbB","b1409","NP_415927.1",298,"putative CDP-diglyceride synthase"
"chromosome","NC_000913.3",1479138,1480895,"+",945970,"ynbC","b1410","NP_415928.1",585,"hydrolase/methyltransferase domain-containing protein YnbC"
"chromosome","NC_000913.3",1480909,1482201,"+",945985,"ynbD","b1411","NP_415929.1",430,"phosphatase domain-containing protein YnbD"
"chromosome","NC_000913.3",1482255,1482860,"-",947569,"azoR","b1412","NP_415930.1",201,"FMN dependent NADH:quinone oxidoreductase"
"chromosome","NC_000913.3",1483061,1486963,"+",948444,"hrpA","b1413","NP_415931.4",1300,"ATP-dependent 3\\'->5\\' RNA helicase HrpA"
"chromosome","NC_000913.3",1487235,1488035,"+",946215,"ydcF","b1414","NP_415932.1",266,"DUF218 domain-containing protein YdcF"
"chromosome","NC_000913.3",1488232,1489671,"+",945672,"aldA","b1415","NP_415933.1",479,"aldehyde dehydrogenase A"
"chromosome","NC_000913.3",1490902,1491432,"+",947241,"cybB","b1418","NP_415935.2",176,"superoxide oxidase"
"chromosome","NC_000913.3",1491677,1491850,"+",945986,"ydcA","b1419","NP_415936.1",57,"protein YdcA"
"chromosome","NC_000913.3",1491876,1491944,"+",63925635,"yncP","b4774","YP_010051184.1",22,"protein YncP"
"chromosome","NC_000913.3",1491922,1492071,"-",2847727,"hokB","b4428","YP_025301.1",49,"toxin HokB"
"chromosome","NC_000913.3",1491962,1492129,"-",948820,"mokB","b1420","NP_415937.1",55,"putative regulatory protein MokB"
"chromosome","NC_000913.3",1492470,1494110,"+",945995,"trg","b1421","NP_415938.1",546,"methyl-accepting chemotaxis protein Trg"
"chromosome","NC_000913.3",1494148,1495071,"-",948865,"ydcI","b1422","NP_415939.2",307,"DNA-binding transcriptional dual regulator YdcI"
"chromosome","NC_000913.3",1495288,1496631,"+",945991,"ydcJ","b1423","NP_415940.1",447,"DUF1338 domain-containing protein YdcJ"
"chromosome","NC_000913.3",1496856,1498511,"+",945994,"opgD","b1424","NP_415941.5",551,"glucans biosynthesis protein D"
