Accession	Island start	Island end	Length	Method	Gene name	Gene ID	Locus	Gene start	Gene end	Strand	Product	External Annotations
NC_004631.1	3025369	3047160	21791	Predicted by at least one method	WP_001038500.1		T_RS14925	3035952	3036488	-1	outer membrane protein	
NC_004631.1	3025369	3047160	21791	Predicted by at least one method	WP_001787553.1		T_RS24670	3036534	3036719	-1	hypothetical protein	
NC_004631.1	3025369	3047160	21791	Predicted by at least one method			T_RS24675	3036670	3036870	-1	hypothetical protein	
NC_004631.1	3025369	3047160	21791	Predicted by at least one method	WP_000911334.1		T_RS14930	3037295	3037693	-1	PIN domain-containing protein	
NC_004631.1	3025369	3047160	21791	Predicted by at least one method	WP_000557549.1		T_RS14935	3037693	3037920	-1	antitoxin VapB	
NC_004631.1	3025369	3047160	21791	Predicted by at least one method	WP_001540858.1		T_RS14940	3038097	3038348	1	hypothetical protein	
NC_004631.1	3025369	3047160	21791	Predicted by at least one method	WP_000867184.1		T_RS14945	3038629	3039429	1	membrane protein	
NC_004631.1	3025369	3047160	21791	Predicted by at least one method	WP_000028980.1		T_RS14950	3040062	3041183	-1	hypothetical protein	
NC_004631.1	3025369	3047160	21791	Predicted by at least one method	WP_000028498.1		T_RS14955	3041285	3041695	-1	hypothetical protein	
NC_004631.1	3025369	3047160	21791	Predicted by at least one method	WP_000184036.1		T_RS14960	3041823	3042026	-1	hypothetical protein	
NC_004631.1	3025369	3047160	21791	Predicted by at least one method	WP_000082599.1		T_RS14965	3042030	3042749	-1	Rha family transcriptional regulator	
NC_004631.1	3025369	3047160	21791	Predicted by at least one method	WP_000331842.1		T_RS14970	3043685	3045148	-1	integrase	
NC_004631.1	3025369	3047160	21791	Predicted by at least one method	WP_001518939.1		T_RS14980	3045592	3046344	-1	lipoprotein	
NC_004631.1	3025369	3047160	21791	Predicted by at least one method	WP_071525165.1		T_RS24680	3046376	3046564	1	hypothetical protein	
NC_004631.1	3025369	3047160	21791	Predicted by at least one method	WP_000133998.1		T_RS14985	3046615	3047160	1	isopentenyl-diphosphate Delta-isomerase	
NC_004631.1	3035273	3041183	5910	Predicted by at least one method	WP_000835268.1		T_RS14920	3035273	3035905	-1	hypothetical protein	
NC_004631.1	3035273	3041183	5910	Predicted by at least one method	WP_001038500.1		T_RS14925	3035952	3036488	-1	outer membrane protein	
NC_004631.1	3035273	3041183	5910	Predicted by at least one method	WP_001787553.1		T_RS24670	3036534	3036719	-1	hypothetical protein	
NC_004631.1	3035273	3041183	5910	Predicted by at least one method			T_RS24675	3036670	3036870	-1	hypothetical protein	
NC_004631.1	3035273	3041183	5910	Predicted by at least one method	WP_000911334.1		T_RS14930	3037295	3037693	-1	PIN domain-containing protein	
NC_004631.1	3035273	3041183	5910	Predicted by at least one method	WP_000557549.1		T_RS14935	3037693	3037920	-1	antitoxin VapB	
NC_004631.1	3035273	3041183	5910	Predicted by at least one method	WP_001540858.1		T_RS14940	3038097	3038348	1	hypothetical protein	
NC_004631.1	3035273	3041183	5910	Predicted by at least one method	WP_000867184.1		T_RS14945	3038629	3039429	1	membrane protein	
NC_004631.1	3035273	3041183	5910	Predicted by at least one method	WP_000028980.1		T_RS14950	3040062	3041183	-1	hypothetical protein	
NC_004631.1	3039572	3045449	5877	Predicted by at least one method	WP_000028980.1		T_RS14950	3040062	3041183	-1	hypothetical protein	
NC_004631.1	3039572	3045449	5877	Predicted by at least one method	WP_000028498.1		T_RS14955	3041285	3041695	-1	hypothetical protein	
NC_004631.1	3039572	3045449	5877	Predicted by at least one method	WP_000184036.1		T_RS14960	3041823	3042026	-1	hypothetical protein	
NC_004631.1	3039572	3045449	5877	Predicted by at least one method	WP_000082599.1		T_RS14965	3042030	3042749	-1	Rha family transcriptional regulator	
NC_004631.1	3039572	3045449	5877	Predicted by at least one method	WP_000331842.1		T_RS14970	3043685	3045148	-1	integrase	
NC_004631.1	3117212	3126118	8906	Predicted by at least one method	WP_000234466.1		T_RS15355	3117212	3117919	1	membrane protein	
NC_004631.1	3117212	3126118	8906	Predicted by at least one method	WP_001681938.1		T_RS15365	3118261	3118545	1	integrase	
NC_004631.1	3117212	3126118	8906	Predicted by at least one method	WP_071525158.1		T_RS24735	3118895	3119074	1	type VI secretion system protein	
NC_004631.1	3117212	3126118	8906	Predicted by at least one method	WP_010989235.1		T_RS15370	3119323	3119442	1	hypothetical protein	
NC_004631.1	3117212	3126118	8906	Predicted by at least one method	WP_000628349.1		T_RS15375	3119651	3119839	1	hypothetical protein	
NC_004631.1	3117212	3126118	8906	Predicted by at least one method	WP_010989236.1		T_RS15380	3119829	3120125	1	hypothetical protein	
NC_004631.1	3117212	3126118	8906	Predicted by at least one method	WP_001141622.1		T_RS15385	3120195	3120512	1	hypothetical protein	
NC_004631.1	3117212	3126118	8906	Predicted by at least one method	WP_000768134.1		T_RS15390	3120509	3120775	1	colicin immunity protein E2	
NC_004631.1	3117212	3126118	8906	Predicted by at least one method	WP_000421096.1		T_RS15395	3121018	3121296	1	bacteriocin immunity protein	
NC_004631.1	3117212	3126118	8906	Predicted by at least one method	WP_001151810.1		T_RS15400	3121699	3122202	1	hypothetical protein	
NC_004631.1	3117212	3126118	8906	Predicted by at least one method	WP_001681937.1		T_RS15405	3122461	3122646	1	hypothetical protein	
NC_004631.1	3117212	3126118	8906	Predicted by at least one method	WP_001764225.1		T_RS15410	3122849	3123373	1	hypothetical protein	
NC_004631.1	3117212	3126118	8906	Predicted by at least one method	WP_000724401.1		T_RS15415	3123351	3124001	1	hypothetical protein	
NC_004631.1	3117212	3126118	8906	Predicted by at least one method	WP_010989238.1		T_RS15420	3124137	3124307	-1	hypothetical protein	
NC_004631.1	3117212	3126118	8906	Predicted by at least one method	WP_000876705.1		T_RS15425	3124451	3124657	1	hypothetical protein	
NC_004631.1	3117212	3126118	8906	Predicted by at least one method	WP_010989239.1		T_RS15430	3124682	3124909	-1	hypothetical protein	
NC_004631.1	3117212	3126118	8906	Predicted by at least one method			T_RS24740	3124918	3125117	1	hypothetical protein	
NC_004631.1	3117212	3126118	8906	Predicted by at least one method	WP_001275352.1		T_RS15435	3125435	3126118	1	helix-turn-helix transcriptional regulator	
NC_004631.1	3118895	3126780	7885	Predicted by at least one method	WP_071525158.1		T_RS24735	3118895	3119074	1	type VI secretion system protein	
NC_004631.1	3118895	3126780	7885	Predicted by at least one method	WP_010989235.1		T_RS15370	3119323	3119442	1	hypothetical protein	
NC_004631.1	3118895	3126780	7885	Predicted by at least one method	WP_000628349.1		T_RS15375	3119651	3119839	1	hypothetical protein	
NC_004631.1	3118895	3126780	7885	Predicted by at least one method	WP_010989236.1		T_RS15380	3119829	3120125	1	hypothetical protein	
NC_004631.1	3118895	3126780	7885	Predicted by at least one method	WP_001141622.1		T_RS15385	3120195	3120512	1	hypothetical protein	
NC_004631.1	3118895	3126780	7885	Predicted by at least one method	WP_000768134.1		T_RS15390	3120509	3120775	1	colicin immunity protein E2	
NC_004631.1	3118895	3126780	7885	Predicted by at least one method	WP_000421096.1		T_RS15395	3121018	3121296	1	bacteriocin immunity protein	
NC_004631.1	3118895	3126780	7885	Predicted by at least one method	WP_001151810.1		T_RS15400	3121699	3122202	1	hypothetical protein	
NC_004631.1	3118895	3126780	7885	Predicted by at least one method	WP_001681937.1		T_RS15405	3122461	3122646	1	hypothetical protein	
NC_004631.1	3118895	3126780	7885	Predicted by at least one method	WP_001764225.1		T_RS15410	3122849	3123373	1	hypothetical protein	
NC_004631.1	3118895	3126780	7885	Predicted by at least one method	WP_000724401.1		T_RS15415	3123351	3124001	1	hypothetical protein	
NC_004631.1	3118895	3126780	7885	Predicted by at least one method	WP_010989238.1		T_RS15420	3124137	3124307	-1	hypothetical protein	
NC_004631.1	3118895	3126780	7885	Predicted by at least one method	WP_000876705.1		T_RS15425	3124451	3124657	1	hypothetical protein	
NC_004631.1	3118895	3126780	7885	Predicted by at least one method	WP_010989239.1		T_RS15430	3124682	3124909	-1	hypothetical protein	
NC_004631.1	3118895	3126780	7885	Predicted by at least one method			T_RS24740	3124918	3125117	1	hypothetical protein	
NC_004631.1	3118895	3126780	7885	Predicted by at least one method	WP_001275352.1		T_RS15435	3125435	3126118	1	helix-turn-helix transcriptional regulator	
NC_004631.1	3118895	3126780	7885	Predicted by at least one method	WP_000100097.1		T_RS15440	3126223	3126780	-1	hypothetical protein	
NC_004631.1	3118895	3126780	7885	Predicted by at least one method	WP_000475953.1		T_RS15445	3126758	3128257	-1	APC family amino acid permease	
NC_004631.1	3402386	3409350	6964	Predicted by at least one method	WP_000825645.1		T_RS16775	3402386	3402607	1	membrane protein	
NC_004631.1	3402386	3409350	6964	Predicted by at least one method			T_RS24815	3403060	3403272	-1	hypothetical protein	
NC_004631.1	3402386	3409350	6964	Predicted by at least one method	WP_071818477.1		T_RS24820	3409159	3409350	1	hypothetical protein	
NC_004631.1	3498618	3536675	38057	Predicted by at least one method	WP_000983260.1		T_RS17245	3498358	3498621	-1	acetolactate synthase 2 small subunit	
NC_004631.1	3498618	3536675	38057	Predicted by at least one method	WP_001012560.1		T_RS17250	3498618	3500264	-1	acetolactate synthase 2 catalytic subunit	
NC_004631.1	3498618	3536675	38057	Predicted by at least one method	WP_001311244.1		T_RS17255	3500404	3500502	-1	IlvGMEDA operon leader peptide	
NC_004631.1	3498618	3536675	38057	Predicted by at least one method	WP_001682168.1		T_RS17260	3500854	3501087	1	magnesium chelatase	
NC_004631.1	3498618	3536675	38057	Predicted by at least one method	WP_000290950.1		T_RS17265	3501128	3502180	-1	integrase	
NC_004631.1	3498618	3536675	38057	Predicted by at least one method	WP_000900883.1		T_RS17270	3502369	3502560	-1	hypothetical protein	
NC_004631.1	3498618	3536675	38057	Predicted by at least one method	WP_001047327.1		T_RS17275	3502576	3503145	-1	hypothetical protein	
NC_004631.1	3498618	3536675	38057	Predicted by at least one method	WP_001247706.1		T_RS17280	3503271	3503492	1	hypothetical protein	
NC_004631.1	3498618	3536675	38057	Predicted by at least one method	WP_000460893.1		T_RS17285	3503525	3504034	1	hypothetical protein	
NC_004631.1	3498618	3536675	38057	Predicted by at least one method	WP_000956176.1		T_RS24830	3504042	3504338	1	hypothetical protein	
NC_004631.1	3498618	3536675	38057	Predicted by at least one method	WP_000996717.1		T_RS17295	3504456	3504797	1	hypothetical protein	
NC_004631.1	3498618	3536675	38057	Predicted by at least one method	WP_001244218.1		T_RS17300	3504865	3505098	1	hypothetical protein	
NC_004631.1	3498618	3536675	38057	Predicted by at least one method	WP_000752613.1		T_RS17305	3505098	3505325	1	hypothetical protein	
NC_004631.1	3498618	3536675	38057	Predicted by at least one method	WP_000104152.1		T_RS17310	3505322	3506179	1	DNA adenine methylase	
NC_004631.1	3498618	3536675	38057	Predicted by at least one method	WP_000017503.1		T_RS17315	3506176	3508590	1	replication endonuclease from prophage-like region 1	
NC_004631.1	3498618	3536675	38057	Predicted by at least one method	WP_001580533.1		T_RS17320	3508744	3508932	1	hypothetical protein	
NC_004631.1	3498618	3536675	38057	Predicted by at least one method	WP_000822803.1		T_RS17325	3509000	3509299	-1	hypothetical protein	
NC_004631.1	3498618	3536675	38057	Predicted by at least one method	WP_001580535.1		T_RS17330	3509408	3510214	-1	hypothetical protein	
NC_004631.1	3498618	3536675	38057	Predicted by at least one method	WP_001146827.1		T_RS17335	3510900	3511814	1	hypothetical protein	
NC_004631.1	3498618	3536675	38057	Predicted by at least one method	WP_000185757.1		T_RS17340	3511811	3512551	1	restriction endonuclease	
NC_004631.1	3498618	3536675	38057	Predicted by at least one method	WP_000518064.1		T_RS17345	3512586	3513623	-1	portal protein	
NC_004631.1	3498618	3536675	38057	Predicted by at least one method	WP_001098422.1		T_RS17350	3513623	3515389	-1	oxidoreductase	
NC_004631.1	3498618	3536675	38057	Predicted by at least one method	WP_000216244.1		T_RS17355	3515532	3516365	1	phage capsid protein	
NC_004631.1	3498618	3536675	38057	Predicted by at least one method	WP_000742518.1		T_RS17360	3516382	3517440	1	phage capsid protein	
NC_004631.1	3498618	3536675	38057	Predicted by at least one method	WP_000059191.1		T_RS17365	3517444	3518094	1	hypothetical protein	
NC_004631.1	3498618	3536675	38057	Predicted by at least one method	WP_000673504.1		T_RS17370	3518190	3518654	1	head completion/stabilization protein	
NC_004631.1	3498618	3536675	38057	Predicted by at least one method	WP_000868175.1		T_RS17375	3518654	3518857	1	tail protein X	
NC_004631.1	3498618	3536675	38057	Predicted by at least one method	WP_000171568.1		T_RS17380	3518861	3519076	1	hypothetical protein	
NC_004631.1	3498618	3536675	38057	Predicted by at least one method	WP_001069905.1		T_RS17385	3519057	3519569	1	glycoside hydrolase	
NC_004631.1	3498618	3536675	38057	Predicted by at least one method	WP_000727853.1		T_RS17390	3519571	3519948	1	hypothetical protein	
NC_004631.1	3498618	3536675	38057	Predicted by at least one method	WP_001080928.1		T_RS17395	3519945	3520373	1	hypothetical protein	
NC_004631.1	3498618	3536675	38057	Predicted by at least one method	WP_001039939.1		T_RS17400	3520469	3520900	1	tail protein	
NC_004631.1	3498618	3536675	38057	Predicted by at least one method	WP_000829146.1		T_RS17405	3520893	3521339	1	virion morphogenesis protein	
NC_004631.1	3498618	3536675	38057	Predicted by at least one method	WP_000993754.1		T_RS17410	3521408	3521986	1	baseplate assembly protein	
NC_004631.1	3498618	3536675	38057	Predicted by at least one method	WP_000177595.1		T_RS17415	3521983	3522342	1	baseplate assembly protein	
NC_004631.1	3498618	3536675	38057	Predicted by at least one method	WP_000268271.1		T_RS17420	3522329	3523237	1	baseplate assembly protein	
NC_004631.1	3498618	3536675	38057	Predicted by at least one method	WP_001086816.1		T_RS17425	3523230	3523835	1	phage tail protein I	
NC_004631.1	3498618	3536675	38057	Predicted by at least one method	WP_000104804.1		T_RS17430	3523832	3525346	1	phage tail protein	
NC_004631.1	3498618	3536675	38057	Predicted by at least one method	WP_000805568.1		T_RS17435	3525346	3525939	1	tail assembly protein	
NC_004631.1	3498618	3536675	38057	Predicted by at least one method	WP_001174915.1		T_RS17440	3525911	3526351	-1	tail assembly chaperone	
NC_004631.1	3498618	3536675	38057	Predicted by at least one method	WP_024131220.1		T_RS24835	3526354	3526749	-1	hypothetical protein	
NC_004631.1	3498618	3536675	38057	Predicted by at least one method	WP_000905046.1		T_RS17445	3526780	3527346	1	DNA-invertase	
NC_004631.1	3498618	3536675	38057	Predicted by at least one method	WP_000046142.1		T_RS17450	3527489	3528661	1	tail sheath protein	
NC_004631.1	3498618	3536675	38057	Predicted by at least one method	WP_001207656.1		T_RS17455	3528671	3529186	1	major tail tube protein	
NC_004631.1	3498618	3536675	38057	Predicted by at least one method	WP_001280897.1		T_RS17460	3529241	3529543	1	hypothetical protein	
NC_004631.1	3498618	3536675	38057	Predicted by at least one method	WP_000763311.1		T_RS17465	3529558	3529677	1	tail protein	
NC_004631.1	3498618	3536675	38057	Predicted by at least one method	WP_001282797.1		T_RS17470	3529670	3532747	1	phage tail tape measure protein	
NC_004631.1	3498618	3536675	38057	Predicted by at least one method	WP_000980381.1		T_RS17475	3532744	3533229	1	tail assembly protein	
NC_004631.1	3498618	3536675	38057	Predicted by at least one method	WP_001011760.1		T_RS17480	3533226	3534326	1	late control protein D	
NC_004631.1	3498618	3536675	38057	Predicted by at least one method	WP_000972391.1		T_RS17485	3534417	3534635	1	transcriptional activator Ogr/delta	
NC_004631.1	3498618	3536675	38057	Predicted by at least one method			T_RS17490	3534725	3536047	1	ATP-dependent protease	
NC_004631.1	3498618	3536675	38057	Predicted by at least one method	WP_001542475.1		T_RS24840	3536072	3536260	1	hypothetical protein	
NC_004631.1	3498618	3536675	38057	Predicted by at least one method	WP_000502114.1		T_RS17495	3536217	3536675	1	IS200/IS605 family transposase	
NC_004631.1	3508874	3513142	4268	Predicted by at least one method	WP_001580533.1		T_RS17320	3508744	3508932	1	hypothetical protein	
NC_004631.1	3508874	3513142	4268	Predicted by at least one method	WP_000822803.1		T_RS17325	3509000	3509299	-1	hypothetical protein	
NC_004631.1	3508874	3513142	4268	Predicted by at least one method	WP_001580535.1		T_RS17330	3509408	3510214	-1	hypothetical protein	
NC_004631.1	3508874	3513142	4268	Predicted by at least one method	WP_001146827.1		T_RS17335	3510900	3511814	1	hypothetical protein	
NC_004631.1	3508874	3513142	4268	Predicted by at least one method	WP_000185757.1		T_RS17340	3511811	3512551	1	restriction endonuclease	
NC_004631.1	3508874	3513142	4268	Predicted by at least one method	WP_000518064.1		T_RS17345	3512586	3513623	-1	portal protein	
NC_004631.1	3529771	3534716	4945	Predicted by at least one method	WP_001282797.1		T_RS17470	3529670	3532747	1	phage tail tape measure protein	
NC_004631.1	3529771	3534716	4945	Predicted by at least one method	WP_000980381.1		T_RS17475	3532744	3533229	1	tail assembly protein	
NC_004631.1	3529771	3534716	4945	Predicted by at least one method	WP_001011760.1		T_RS17480	3533226	3534326	1	late control protein D	
NC_004631.1	3529771	3534716	4945	Predicted by at least one method	WP_000972391.1		T_RS17485	3534417	3534635	1	transcriptional activator Ogr/delta	
NC_004631.1	3815625	3820854	5229	Predicted by at least one method	WP_000888541.1		T_RS18815	3815625	3816242	1	cytochrome c biogenesis protein CcmA	
NC_004631.1	3815625	3820854	5229	Predicted by at least one method	WP_000990042.1		T_RS18820	3816239	3816898	1	heme exporter protein CcmB	
NC_004631.1	3815625	3820854	5229	Predicted by at least one method	WP_000266010.1		T_RS18825	3816950	3817687	1	heme ABC transporter permease	
NC_004631.1	3815625	3820854	5229	Predicted by at least one method	WP_000074110.1		T_RS18830	3817684	3817896	1	heme exporter protein CcmD	
NC_004631.1	3815625	3820854	5229	Predicted by at least one method	WP_001053607.1		T_RS18835	3817893	3818372	1	cytochrome c-type biogenesis protein CcmE	
NC_004631.1	3815625	3820854	5229	Predicted by at least one method	WP_000982516.1		T_RS18840	3818369	3820300	1	c-type cytochrome biogenesis protein CcmF	
NC_004631.1	3815625	3820854	5229	Predicted by at least one method	WP_000828299.1		T_RS18845	3820297	3820854	1	thiol:disulfide interchange protein	
NC_004631.1	3815625	3820854	5229	Predicted by at least one method	WP_001238304.1		T_RS18850	3820851	3821894	1	cytochrome c biogenesis protein CcmH	
NC_004631.1	3848299	3855491	7192	Predicted by at least one method	WP_001519640.1		T_RS18985	3848299	3848751	1	hypothetical protein	
NC_004631.1	3848299	3855491	7192	Predicted by at least one method	WP_000854956.1		T_RS18990	3849104	3849847	1	GntR family transcriptional regulator	
NC_004631.1	3848299	3855491	7192	Predicted by at least one method	WP_001152236.1		T_RS18995	3849865	3850245	1	PTS sugar transporter subunit IIA	
NC_004631.1	3848299	3855491	7192	Predicted by at least one method	WP_000041396.1		T_RS19000	3850335	3850622	1	PTS sugar transporter subunit IIB	
NC_004631.1	3848299	3855491	7192	Predicted by at least one method	WP_000997823.1		T_RS19005	3850698	3852056	1	PTS galactitol transporter subunit IIC	
NC_004631.1	3848299	3855491	7192	Predicted by at least one method	WP_001113563.1		T_RS19010	3852049	3853533	1	carbohydrate kinase	
NC_004631.1	3848299	3855491	7192	Predicted by at least one method			T_RS19015	3853596	3854456	1	"fructose-1,6-bisphosphate aldolase"	
NC_004631.1	3848299	3855491	7192	Predicted by at least one method	WP_000621026.1		T_RS19020	3854466	3854735	1	PTS sugar transporter	
NC_004631.1	3848299	3855491	7192	Predicted by at least one method	WP_001274842.1		T_RS19025	3854826	3855149	-1	transcriptional regulator	
NC_004631.1	3848299	3855491	7192	Predicted by at least one method	WP_071525002.1		T_RS24930	3855133	3855324	-1	hypothetical protein	
NC_004631.1	3848299	3855491	7192	Predicted by at least one method	WP_001802557.1		T_RS19030	3855225	3855491	-1	hypothetical protein	
NC_004631.1	3917889	3926345	8456	Predicted by at least one method	WP_010989266.1		T_RS19320	3917889	3918272	1	hypothetical protein	
NC_004631.1	3917889	3926345	8456	Predicted by at least one method	WP_071525110.1		T_RS19325	3918272	3918964	1	hypothetical protein	
NC_004631.1	3917889	3926345	8456	Predicted by at least one method	WP_000704702.1		T_RS19330	3919024	3920103	1	glycosyl transferase	
NC_004631.1	3917889	3926345	8456	Predicted by at least one method	WP_000088491.1		T_RS19335	3920109	3921122	1	"LPS 1,3-galactosyltransferase"	"Virulence gene(PATRIC_VF,BLAST)"
NC_004631.1	3917889	3926345	8456	Predicted by at least one method	WP_000376863.1		T_RS19340	3921140	3922150	1	"LPS 1,2-glucosyltransferase"	"Virulence gene(PATRIC_VF,BLAST)"
NC_004631.1	3917889	3926345	8456	Predicted by at least one method	WP_000582822.1		T_RS19345	3922173	3922871	1	LPS core heptose(II) kinase RfaY	
NC_004631.1	3917889	3926345	8456	Predicted by at least one method	WP_000536021.1		T_RS19350	3923021	3923830	1	3-deoxy-D-manno-oct-2-ulosonate III transferase WaaZ	
NC_004631.1	3917889	3926345	8456	Predicted by at least one method	WP_000591814.1		T_RS19355	3923929	3925074	1	"LPS 1,2-N-acetylglucosaminetransferase"	
NC_004631.1	3917889	3926345	8456	Predicted by at least one method	WP_000958453.1		T_RS19360	3925131	3926345	-1	O-antigen ligase	
NC_004631.1	4306606	4312231	5625	Predicted by at least one method	WP_071525113.1		T_RS25040	4306606	4306809	-1	hypothetical protein	
NC_004631.1	4306606	4312231	5625	Predicted by at least one method	WP_000389235.1		T_RS21165	4307643	4308275	1	hypothetical protein	
NC_004631.1	4306606	4312231	5625	Predicted by at least one method	WP_000875187.1		T_RS21170	4308272	4309660	1	membrane protein	
NC_004631.1	4306606	4312231	5625	Predicted by at least one method	WP_010989277.1		T_RS21175	4309650	4310957	1	ABC transporter	
NC_004631.1	4306606	4312231	5625	Predicted by at least one method	WP_001081932.1		T_RS21180	4310954	4312231	1	HlyD family type I secretion periplasmic adaptor subunit	
NC_004631.1	4389128	4493867	104739	Predicted by at least one method	WP_001682188.1		T_RS21465	4389128	4389391	-1	hypothetical protein	
NC_004631.1	4389128	4493867	104739	Predicted by at least one method	WP_001787491.1		T_RS21475	4389499	4389696	-1	hypothetical protein	
NC_004631.1	4389128	4493867	104739	Predicted by at least one method	WP_001519408.1		T_RS21480	4389719	4389991	-1	LuxR family transcriptional regulator	
NC_004631.1	4389128	4493867	104739	Predicted by at least one method	WP_000921674.1		T_RS21485	4390003	4390878	-1	AraC family transcriptional regulator	
NC_004631.1	4389128	4493867	104739	Predicted by at least one method	WP_010989281.1		T_RS21490	4391144	4391362	-1	hypothetical protein	
NC_004631.1	4389128	4493867	104739	Predicted by at least one method	WP_001110456.1		T_RS21495	4391683	4391976	1	CopG family transcriptional regulator	
NC_004631.1	4389128	4493867	104739	Predicted by at least one method	WP_000626103.1		T_RS21500	4391973	4392464	1	N-acetyltransferase	
NC_004631.1	4389128	4493867	104739	Predicted by at least one method	WP_001785756.1		T_RS21505	4392705	4393457	-1	non-specific acid phosphatase	
NC_004631.1	4389128	4493867	104739	Predicted by at least one method	WP_071525127.1		T_RS25090	4394029	4394088	1	hypothetical protein	
NC_004631.1	4389128	4493867	104739	Predicted by at least one method	WP_031617267.1		T_RS21510	4394413	4395336	1	chromosome partitioning protein ParA	
NC_004631.1	4389128	4493867	104739	Predicted by at least one method	WP_000018529.1		T_RS21515	4395333	4396697	1	replicative DNA helicase	
NC_004631.1	4389128	4493867	104739	Predicted by at least one method	WP_001029724.1		T_RS21520	4396690	4398489	1	hypothetical protein	
NC_004631.1	4389128	4493867	104739	Predicted by at least one method	WP_000020913.1		T_RS21525	4398479	4398706	1	hypothetical protein	
NC_004631.1	4389128	4493867	104739	Predicted by at least one method	WP_000838568.1		T_RS21530	4398703	4398963	1	hypothetical protein	
NC_004631.1	4389128	4493867	104739	Predicted by at least one method	WP_001275616.1		T_RS21535	4398950	4399672	1	hypothetical protein	
NC_004631.1	4389128	4493867	104739	Predicted by at least one method	WP_000144322.1		T_RS21540	4399757	4400314	1	hypothetical protein	
NC_004631.1	4389128	4493867	104739	Predicted by at least one method	WP_000377625.1		T_RS21545	4400314	4400562	1	hypothetical protein	
NC_004631.1	4389128	4493867	104739	Predicted by at least one method	WP_001194350.1		T_RS21550	4400592	4401902	1	DNA-binding protein	
NC_004631.1	4389128	4493867	104739	Predicted by at least one method			T_RS25095	4402254	4402439	1	hypothetical protein	
NC_004631.1	4389128	4493867	104739	Predicted by at least one method	WP_001290444.1		T_RS21555	4402491	4403267	1	integrating conjugative element protein	
NC_004631.1	4389128	4493867	104739	Predicted by at least one method	WP_001241572.1		T_RS21560	4403378	4405372	1	DNA topoisomerase III	
NC_004631.1	4389128	4493867	104739	Predicted by at least one method	WP_000032521.1		T_RS21565	4406040	4406489	1	hypothetical protein	
NC_004631.1	4389128	4493867	104739	Predicted by at least one method	WP_000958171.1		T_RS21570	4406570	4406788	1	hypothetical protein	
NC_004631.1	4389128	4493867	104739	Predicted by at least one method	WP_000157067.1		T_RS21575	4406801	4407337	1	ssDNA-binding protein	
NC_004631.1	4389128	4493867	104739	Predicted by at least one method			T_RS21580	4407403	4408353	1	transposase	
NC_004631.1	4389128	4493867	104739	Predicted by at least one method	WP_001095932.1		T_RS21585	4408518	4409762	1	hypothetical protein	
NC_004631.1	4389128	4493867	104739	Predicted by at least one method	WP_000539682.1		T_RS21590	4409765	4410184	1	pilus assembly protein PilP	
NC_004631.1	4389128	4493867	104739	Predicted by at least one method			T_RS21595	4410631	4411894	1	"type IVB pilus formation outer membrane protein, R64 PilN family"	
NC_004631.1	4389128	4493867	104739	Predicted by at least one method	WP_000763621.1		T_RS21605	4411896	4413182	1	pilus assembly protein	
NC_004631.1	4389128	4493867	104739	Predicted by at least one method	WP_000928959.1		T_RS21610	4413163	4413750	1	hypothetical protein	
NC_004631.1	4389128	4493867	104739	Predicted by at least one method	WP_001289222.1		T_RS21615	4413760	4415475	1	nucleotide-binding protein	
NC_004631.1	4389128	4493867	104739	Predicted by at least one method	WP_000074784.1		T_RS21620	4415472	4416557	1	hypothetical protein	
NC_004631.1	4389128	4493867	104739	Predicted by at least one method	WP_026005971.1		T_RS21625	4416599	4417192	1	pilus assembly protein PilX	
NC_004631.1	4389128	4493867	104739	Predicted by at least one method	WP_000334696.1		T_RS21630	4417202	4417678	1	lytic transglycosylase	
NC_004631.1	4389128	4493867	104739	Predicted by at least one method	WP_000218700.1		T_RS21635	4417675	4418337	1	prepilin peptidase	
NC_004631.1	4389128	4493867	104739	Predicted by at least one method	WP_000744276.1		T_RS21640	4418334	4419641	1	Shufflon protein A	
NC_004631.1	4389128	4493867	104739	Predicted by at least one method	WP_071524987.1		T_RS25100	4419643	4419891	-1	hypothetical protein	
NC_004631.1	4389128	4493867	104739	Predicted by at least one method	WP_000089603.1		T_RS21645	4419989	4421140	1	integrase	
NC_004631.1	4389128	4493867	104739	Predicted by at least one method	WP_000455463.1		T_RS21650	4421237	4421704	1	hypothetical protein	
NC_004631.1	4389128	4493867	104739	Predicted by at least one method	WP_000994659.1		T_RS21655	4421916	4422791	1	hypothetical protein	
NC_004631.1	4389128	4493867	104739	Predicted by at least one method	WP_001149494.1		T_RS25105	4422979	4423341	1	hypothetical protein	
NC_004631.1	4389128	4493867	104739	Predicted by at least one method	WP_000214158.1		T_RS21660	4423298	4424212	1	hypothetical protein	
NC_004631.1	4389128	4493867	104739	Predicted by at least one method	WP_031624228.1		T_RS21665	4424240	4424971	1	integrating conjugative element protein	
NC_004631.1	4389128	4493867	104739	Predicted by at least one method	WP_000013624.1		T_RS21670	4424950	4425636	1	lytic transglycosylase	
NC_004631.1	4389128	4493867	104739	Predicted by at least one method	WP_000253629.1		T_RS21675	4425672	4426172	1	integrating conjugative element protein	
NC_004631.1	4389128	4493867	104739	Predicted by at least one method	WP_000626967.1		T_RS21680	4426182	4426751	1	restriction endonuclease	
NC_004631.1	4389128	4493867	104739	Predicted by at least one method	WP_000071290.1		T_RS21685	4426771	4428861	1	"conjugative coupling factor TraD, PFGI-1 class"	
